#;Cluster;Pixels;%;HEX;Swatch;Red;Green;Blue;Hue;Saturation;Value;Lightness;Green-Red;Blue-Yellow;Name
767;4;33771;11,27;#ACA9AB;;172;169;171;320;1;67;69,5;1,4;-0,6;light grey
768;2;65545;21,88;#333336;;51;51;54;240;5;21;21,3;0,7;-1,9;very dark grey
768;5;64632;21,58;#171617;;23;22;23;300;4;9;7,4;0,7;-0,5;black
768;3;48751;16,27;#E5EBF1;;229;235;241;210;5;94;92,8;-0,9;-3,6;white
768;4;44278;14,78;#97ACC7;;151;172;199;213;24;78;69,6;-1,3;-16,2;pale blue-cyan
768;6;41723;13,93;#555556;;85;85;86;240;1;33;36,2;0,2;-0,6;dark grey
768;1;34639;11,56;#657186;;101;113;134;218;24;52;47,4;0,5;-13;pale blue-cyan
769;3;90764;30,3;#8690A1;;134;144;161;217;16;63;59,5;0,1;-10,2;pale blue-cyan
769;4;78519;26,21;#151813;;21;24;19;96;20;9;7,8;-2,6;2,8;very dark yellow-green
769;2;55365;18,48;#3D413D;;61;65;61;120;6;25;27;-2,6;1,9;dark grey
769;6;54855;18,31;#5E666E;;94;102;110;210;14;43;42,8;-1,3;-5,5;pale blue-cyan
769;5;11133;3,72;#977E5F;;151;126;95;33;37;59;54,4;5;20,5;orange
769;1;8932;2,98;#F0EDE4;;240;237;228;45;5;94;93,8;-0,5;4,7;white
770;2;81001;27,06;#2B2824;;43;40;36;34;16;16;16,3;0,5;3,1;very dark orange
770;4;52103;17,41;#92B0C5;;146;176;197;204;25;77;70,3;-5,5;-14;blue-cyan
770;3;45868;15,33;#C4AE88;;196;174;136;38;30;76;72,1;2,2;22,4;orange
770;6;45385;15,16;#4D6073;;77;96;115;210;33;45;39,9;-2,2;-13,1;blue-cyan
770;1;37848;12,65;#D8EBF3;;216;235;243;197;11;95;91,9;-4,7;-6;pale blue-cyan
770;5;37095;12,39;#836E57;;131;110;87;31;33;51;47,8;4,6;15,9;orange
771;5;60020;20,04;#646871;;100;104;113;221;11;44;43,9;0,4;-5,6;pale blue-cyan
771;6;52946;17,67;#ABB0B6;;171;176;182;212;6;71;71,6;-0,6;-3,7;light grey
771;1;49670;16,58;#D9DBDF;;217;219;223;220;2;87;87,4;0,1;-2,2;very light grey
771;3;49302;16,46;#858A91;;133;138;145;215;8;56;57,3;-0,4;-4,4;pale blue-cyan
771;2;47835;15,97;#434141;;67;65;65;0;3;26;27,7;0,8;0,3;dark grey
771;4;39795;13,28;#1F1C19;;31;28;25;30;19;12;10,5;0,8;2,6;very dark orange
772;6;121965;40,71;#8F8059;;143;128;89;43;37;56;54;-0,3;23,3;orange
772;2;70057;23,39;#72633D;;114;99;61;43;46;44;42,5;0,3;23,8;orange
772;4;40682;13,58;#A1A2A0;;161;162;160;90;1;63;66,5;-0,7;0,9;light grey
772;1;29082;9,71;#E1E7E9;;225;231;233;195;3;91;91,3;-1,6;-1,7;very light grey
772;5;21339;7,12;#4E4435;;78;68;53;36;32;30;29,4;1,6;10,7;dark orange
772;3;16443;5,49;#171614;;23;22;20;40;13;9;7,3;0;1,4;very dark orange
773;2;99076;33,07;#CCCCCE;;204;204;206;240;1;80;82,1;0,4;-1;very light grey
773;1;53697;17,92;#544D45;;84;77;69;32;17;32;33,2;1,4;5,8;dark orange
773;3;43878;14,65;#6D6F71;;109;111;113;210;3;44;46,7;-0,3;-1,4;grey
773;6;37334;12,46;#383027;;56;48;39;31;30;22;20,4;1,9;7,1;dark orange
773;4;33487;11,18;#A1A09E;;161;160;158;40;1;63;65,9;0;1,2;light grey
773;5;32096;10,71;#E8E5DE;;232;229;222;42;4;91;91;-0,2;3,8;very light grey
774;3;95538;31,89;#E0DFEB;;224;223;235;245;5;92;89,2;2,5;-5,7;very light grey
774;2;52732;17,6;#8C8D96;;140;141;150;234;6;58;58,8;1,5;-4,9;grey
774;4;45622;15,23;#4C4C5C;;76;76;92;240;17;36;32,9;3,8;-9,4;dark blue
774;5;38241;12,77;#6D6F7B;;109;111;123;231;11;48;47;1,8;-6,9;pale blue
774;1;36553;12,2;#393642;;57;54;66;255;18;25;23,3;4,2;-7;dark blue-violet
774;6;30882;10,31;#19161A;;25;22;26;285;15;10;7,7;2,5;-2,3;very dark violet
775;1;101228;33,79;#C1C5CE;;193;197;206;221;6;80;79,5;0,3;-5;very light grey
775;5;77225;25,78;#9BA2AE;;155;162;174;217;10;68;66,4;0;-7,1;pale blue-cyan
775;2;53549;17,88;#707A89;;112;122;137;216;18;53;50,9;-0,3;-9,4;pale blue-cyan
775;6;38111;12,72;#444E5C;;68;78;92;215;26;36;32,8;-0,4;-9,5;dark blue-cyan
775;3;17959;5,99;#131317;;19;19;23;240;17;9;6;0,9;-2,6;very dark blue
775;4;11496;3,84;#896246;;137;98;70;25;48;53;44,9;12,2;22,1;red-orange
776;3;93084;31,05;#3F6DAF;;63;109;175;215;64;68;45,8;5,5;-39,9;blue-cyan
776;4;61042;20,36;#2C1C1F;;44;28;31;348;36;17;12,4;8,4;1,1;very dark red
776;2;51890;17,31;#787385;;120;115;133;256;13;52;49,4;5,7;-9,2;pale blue-violet
776;5;51198;17,08;#4BB3ED;;75;179;237;201;68;92;69,4;-11,9;-37,7;blue-cyan
776;1;24580;8,2;#D8CAB2;;216;202;178;37;17;84;81,9;1;13,7;pale orange
776;6;18014;6,01;#364522;;54;69;34;85;50;27;27,2;-13,1;19,1;dark yellow-green
777;2;109714;36,64;#BBDEF8;;187;222;248;205;24;97;86,8;-5,8;-16,4;pale blue-cyan
777;4;68682;22,94;#959EA0;;149;158;160;190;6;62;64,5;-2,8;-2,2;light grey
777;3;39873;13,31;#4D7BA2;;77;123;162;207;52;63;49,9;-4,3;-25,7;blue-cyan
777;6;37065;12,38;#585951;;88;89;81;67;9;34;37,5;-2;4,5;dark yellow
777;1;34800;11,62;#8F6244;;143;98;68;24;52;56;45,6;14,6;24,3;red-orange
777;5;9326;3,11;#4E6116;;78;97;22;75;77;38;38,2;-18,8;38;yellow-green
778;1;74525;24,9;#131515;;19;21;21;180;9;8;6,6;-0,9;-0,3;very dark cyan
778;6;59332;19,82;#312E2A;;49;46;42;34;14;19;19,1;0,5;3,1;very dark orange
778;5;51723;17,28;#4C4D4E;;76;77;78;210;2;30;32,7;-0,2;-0,7;dark grey
778;4;46975;15,69;#E3F3F8;;227;243;248;194;8;97;94,8;-4,3;-4,2;pale cyan
778;3;45233;15,11;#6A7074;;106;112;116;204;8;45;46,9;-1,4;-3;pale blue-cyan
778;2;21512;7,19;#A9B6C2;;169;182;194;208;12;76;73,4;-2,1;-7,6;pale blue-cyan
779;1;114320;38,21;#979492;;151;148;146;24;3;59;61,5;0,7;1,4;grey
779;2;64661;21,61;#3E491B;;62;73;27;74;63;28;29,1;-12,5;25,6;dark yellow
779;6;35322;11,81;#6A6360;;106;99;96;18;9;41;42,5;2,2;2,7;pale red-orange
779;4;32407;10,83;#5B401F;;91;64;31;33;65;35;29,4;7,7;24,5;dark orange
779;3;26512;8,86;#D3E7F0;;211;231;240;198;12;94;90,5;-4,8;-6,6;pale blue-cyan
779;5;25986;8,68;#3C362B;;60;54;43;38;28;23;22,9;0,5;7,9;dark orange
780;1;93313;31,18;#C5DCEB;;197;220;235;203;16;92;86,5;-4,6;-9,9;pale blue-cyan
780;2;84898;28,37;#7D7A7E;;125;122;126;285;3;49;51,6;1,9;-1,8;grey
780;6;44137;14,75;#66707E;;102;112;126;215;19;49;46,9;-0,6;-9;pale blue-cyan
780;3;41240;13,78;#8F95A0;;143;149;160;218;10;62;61,5;0,1;-6,5;pale blue-cyan
780;5;26476;8,85;#A1908A;;161;144;138;15;14;63;61,1;5,3;5,5;pale red-orange
780;4;9236;3,09;#E1D8D0;;225;216;208;28;7;88;86,8;1,7;5;very light grey
781;2;78694;26,27;#646663;;100;102;99;100;2;40;42,9;-1,4;1,4;grey
781;5;73997;24,7;#31362C;;49;54;44;90;18;21;21,8;-4,4;5,6;dark yellow-green
781;3;71908;24;#96938E;;150;147;142;37;5;58;61;0,2;3;grey
781;6;36432;12,16;#68879C;;104;135;156;204;33;61;54,7;-5,6;-14,7;blue-cyan
781;4;23614;7,88;#EFEEED;;239;238;237;30;0;93;94,1;0,2;0,6;white
781;1;14923;4,98;#A0C9EE;;160;201;238;208;32;93;79,3;-4,9;-22,6;light blue-cyan
782;1;75652;25,25;#C0D7D8;;192;215;216;182;11;84;84,4;-7,5;-3,1;pale cyan
782;3;63536;21,21;#678696;;103;134;150;200;31;58;54,2;-6,9;-12,1;blue-cyan
782;6;58069;19,38;#63595C;;99;89;92;342;10;38;38,8;4,6;-0,3;pale red-violet
782;4;55752;18,61;#98AEB1;;152;174;177;187;14;69;69,6;-6,9;-4,1;pale cyan
782;2;40268;13,44;#85706C;;133;112;108;9;18;52;49,1;7,5;5,3;pale red
782;5;6291;2,1;#202931;;32;41;49;208;34;19;16,1;-1,6;-6,5;very dark blue-cyan
783;2;81882;27,33;#262523;;38;37;35;40;7;14;14,7;0;1,5;very dark grey
783;3;60626;20,24;#9CA8A8;;156;168;168;180;7;65;67,9;-4,2;-1,5;light grey
783;1;53669;17,92;#718792;;113;135;146;200;22;57;55;-5,3;-8,5;pale blue-cyan
783;4;50443;16,84;#484742;;72;71;66;50;8;28;30,1;-0,6;3,2;dark yellow-orange
783;6;27978;9,34;#7A7569;;122;117;105;42;13;47;49,4;-0,3;7,3;pale orange
783;5;24970;8,34;#D7D5C8;;215;213;200;52;7;84;85,1;-1,6;6,7;very light grey
784;3;97441;32,53;#E3ECEC;;227;236;236;180;3;92;92,7;-3;-1;very light grey
784;1;86710;28,95;#A3ADAB;;163;173;171;168;5;67;69,9;-3,9;-0,2;light grey
784;4;50745;16,94;#72625D;;114;98;93;14;18;44;42,9;5,5;5,2;pale red
784;2;36978;12,34;#372F3A;;55;47;58;283;19;22;20,6;6,1;-5,6;dark blue-violet
784;6;18391;6,14;#0A1A51;;10;26;81;226;87;31;11,9;17,1;-35,4;dark blue
784;5;9303;3,11;#399FD5;;57;159;213;200;73;83;62,1;-11,5;-35,9;blue-cyan
785;2;107564;35,91;#AEBAB1;;174;186;177;135;6;72;74,4;-5,9;3,1;light grey
785;4;71570;23,89;#748386;;116;131;134;190;13;52;53,7;-4,8;-3,5;pale cyan
785;1;47489;15,85;#8F9D8B;;143;157;139;106;11;61;63,2;-8,5;7,7;pale green
785;5;40202;13,42;#E5E9E9;;229;233;233;180;1;91;92,1;-1,3;-0,5;very light grey
785;3;20817;6,95;#565E4F;;86;94;79;92;16;36;38,8;-6,2;7,6;dark yellow-green
785;6;11926;3,98;#2D332D;;45;51;45;120;11;20;20,5;-4;2,9;dark green
786;2;103553;34,57;#6D8545;;109;133;69;82;48;52;52,3;-19,9;31,5;yellow-green
786;1;48966;16,35;#68744B;;104;116;75;77;35;45;46,9;-12;21,2;yellow-green
786;6;48014;16,03;#66726F;;102;114;111;165;10;44;47;-5,1;0,1;pale blue-green
786;3;44069;14,71;#9CA18F;;156;161;143;76;11;63;65,4;-5,1;8,8;pale yellow-green
786;4;31017;10,35;#E0E8E7;;224;232;231;172;3;91;91,4;-2,8;-0,4;very light grey
786;5;23949;7,99;#2F3929;;47;57;41;97;28;22;22,6;-7,8;8,6;dark yellow-green
787;1;93325;31,15;#0C0C0E;;12;12;14;240;14;5;3,4;0,3;-0,9;very dark blue
787;2;72001;24,03;#788FAC;;120;143;172;213;30;67;58,6;-1,2;-17,9;blue-cyan
787;4;43579;14,55;#B9CEE2;;185;206;226;209;18;88;81,8;-2,9;-12,3;pale blue-cyan
787;5;37721;12,59;#4A5267;;74;82;103;223;28;40;34,9;2,2;-13,2;blue-cyan
787;3;35010;11,69;#8A8F92;;138;143;146;202;5;57;59,1;-1,2;-2,2;grey
787;6;17932;5,99;#896B5A;;137;107;90;21;34;53;47,7;9,4;14,1;red-orange
788;4;130771;43,65;#BDB19F;;189;177;159;36;15;74;72,7;1,2;10,8;pale orange
788;2;47129;15,73;#434A41;;67;74;65;106;12;29;30,6;-4,8;4,4;dark green
788;1;45716;15,26;#D5D9E3;;213;217;227;222;6;89;86,7;0,5;-5,4;very light grey
788;6;28788;9,61;#99B0CF;;153;176;207;214;26;81;71,1;-1;-18,3;blue-cyan
788;3;25948;8,66;#7A7661;;122;118;97;50;20;47;49,4;-2,3;12,1;pale yellow-orange
788;5;21216;7,08;#1F241E;;31;36;30;110;16;14;13,5;-3,8;3,3;very dark green
789;1;111121;37,14;#0E120C;;14;18;12;100;33;7;5;-2,5;2,5;very dark yellow-green
789;4;62797;20,99;#CAD6DE;;202;214;222;204;9;87;85;-2,5;-5,3;pale blue-cyan
789;2;46987;15,7;#D3CCC2;;211;204;194;35;8;82;82,3;0,7;5,8;pale orange
789;6;33648;11,25;#2B333A;;43;51;58;208;25;22;20,8;-1,5;-5,5;dark blue-cyan
789;5;29229;9,77;#78787C;;120;120;124;240;3;48;50,5;0,8;-2,2;grey
789;3;15433;5,16;#654C28;;101;76;40;35;60;39;34,2;5,9;25,2;orange
790;2;73679;24,62;#E0E6E9;;224;230;233;200;3;91;90,9;-1,5;-2,2;very light grey
790;1;67468;22,54;#73787A;;115;120;122;197;5;47;50,1;-1,5;-1,7;grey
790;3;48468;16,19;#2B2C23;;43;44;35;66;20;17;17,6;-2,4;5,7;very dark yellow
790;5;45784;15,3;#50534F;;80;83;79;105;4;32;34,9;-2,1;1,9;dark grey
790;4;45514;15,21;#9EA2A4;;158;162;164;200;3;64;66,4;-1;-1,5;light grey
790;6;18387;6,14;#263D50;;38;61;80;207;52;31;24,7;-2,9;-14,3;dark blue-cyan
791;3;61294;20,46;#576A70;;87;106;112;194;22;43;43,5;-5,6;-5,7;pale cyan
791;2;60135;20,07;#323D38;;50;61;56;152;18;23;24,6;-5,8;1,6;dark blue-green
791;4;57064;19,05;#96BEE7;;150;190;231;210;35;90;75,5;-3,5;-24,7;light blue-cyan
791;1;45734;15,27;#89999E;;137;153;158;194;13;62;62,1;-4,6;-4,6;pale cyan
791;6;39577;13,21;#CEDCE7;;206;220;231;206;10;90;87;-2,5;-7;pale blue-cyan
791;5;35764;11,94;#857D5A;;133;125;90;48;32;52;52,3;-2,7;20,2;yellow-orange
792;1;133912;44,7;#090C08;;9;12;8;105;33;4;3,1;-1,4;1,3;very dark green
792;4;53912;18;#ADB0AC;;173;176;172;105;2;69;71,5;-1,8;1,7;light grey
792;5;38367;12,81;#313B3A;;49;59;58;174;16;23;24;-4,4;-0,8;dark cyan
792;6;36145;12,07;#1C2209;;28;34;9;74;73;13;12;-7,7;14;very dark yellow
792;2;28391;9,48;#747771;;116;119;113;90;5;46;49,6;-2,3;2,9;grey
792;3;8841;2,95;#7C6313;;124;99;19;45;84;48;43,1;2;45,2;yellow-orange
793;1;98003;32,74;#212317;;33;35;23;70;34;13;13,2;-3,6;7,8;very dark yellow
793;2;56066;18,73;#E0E8E7;;224;232;231;172;3;91;91,4;-2,8;-0,4;very light grey
793;3;50586;16,9;#313F19;;49;63;25;82;60;24;24,6;-13,1;21,2;dark yellow-green
793;4;47331;15,81;#5F5F52;;95;95;82;60;13;37;40;-2,6;7,5;dark yellow
793;6;30154;10,07;#99ACB6;;153;172;182;200;15;71;69,2;-4,5;-7,4;pale blue-cyan
793;5;17160;5,73;#9EA361;;158;163;97;64;40;63;65,2;-12,1;33,7;yellow
794;2;79700;26,57;#9EABB6;;158;171;182;207;13;71;69,3;-2,3;-7,2;pale blue-cyan
794;1;66717;22,24;#758087;;117;128;135;203;13;52;52,9;-2,5;-5,2;pale blue-cyan
794;5;57995;19,34;#5A6069;;90;96;105;216;14;41;40,5;-0,3;-5,9;pale blue-cyan
794;6;42897;14,3;#C3C0BC;;195;192;188;34;3;76;77,8;0,3;2,4;light grey
794;3;31217;10,41;#9C8779;;156;135;121;24;22;61;57,8;5,6;10,5;pale red-orange
794;4;21411;7,14;#55483C;;85;72;60;28;29;33;31,6;3,4;9,2;dark red-orange
795;1;73619;24,6;#CBCED4;;203;206;212;220;4;83;82,7;0,1;-3,3;very light grey
795;3;57982;19,37;#939698;;147;150;152;204;3;59;61,9;-0,7;-1,4;grey
795;6;54613;18,25;#AEB2B8;;174;178;184;216;5;72;72,4;-0,2;-3,5;light grey
795;5;44886;15;#323733;;50;55;51;132;9;21;22,5;-3,1;1,8;dark green
795;2;34990;11,69;#4E514F;;78;81;79;140;3;31;34,1;-1,6;0,8;dark grey
795;4;33210;11,1;#727573;;114;117;115;140;2;45;48,9;-1,5;0,7;grey
796;4;59859;19,98;#979AA2;;151;154;162;223;6;63;63,6;0,5;-4,6;light grey
796;5;58654;19,58;#787B82;;120;123;130;222;7;51;51,6;0,3;-4,2;grey
796;6;56019;18,7;#141316;;20;19;22;260;13;8;6,1;1,1;-1,7;very dark blue-violet
796;1;45176;15,08;#56545C;;86;84;92;255;8;36;36,2;2,6;-4,4;dark blue-violet
796;2;40728;13,6;#E4E5EE;;228;229;238;234;4;93;91,1;1,3;-4,5;white
796;3;39132;13,06;#373439;;55;52;57;276;8;22;22,2;2,5;-2,7;dark blue-violet
797;3;81701;27,28;#324955;;50;73;85;200;41;33;29,7;-5,3;-9,9;dark blue-cyan
797;5;56077;18,73;#A6B6B8;;166;182;184;186;9;72;72,9;-5,1;-2,9;pale cyan
797;2;53144;17,75;#76A1B7;;118;161;183;200;35;71;64;-9;-16;blue-cyan
797;4;47934;16,01;#63787E;;99;120;126;193;21;49;49;-6,2;-5,8;pale cyan
797;1;44608;14,9;#537CA0;;83;124;160;208;48;62;50,4;-4;-23,7;blue-cyan
797;6;15996;5,34;#0B151F;;11;21;31;210;64;12;6,4;-0,7;-8,2;very dark blue-cyan
798;3;80972;27,05;#182736;;24;39;54;210;55;21;15;-1,2;-11,7;dark blue-cyan
798;6;74706;24,96;#8FB7DC;;143;183;220;208;35;86;72,8;-4,5;-22,9;light blue-cyan
798;2;42384;14,16;#B0C1B9;;176;193;185;151;8;75;76,6;-7,4;2;pale blue-green
798;5;37234;12,44;#55707D;;85;112;125;199;32;49;45,6;-6,5;-10,4;blue-cyan
798;4;35275;11,79;#4B3820;;75;56;32;33;57;29;25;5;18,2;dark orange
798;1;28729;9,6;#8F6C39;;143;108;57;35;60;56;48,1;7,8;33,5;orange
799;2;84596;28,26;#13130C;;19;19;12;60;36;7;5,7;-1,3;3,5;very dark yellow
799;4;60500;20,21;#5786C0;;87;134;192;213;54;75;54,9;1;-35,1;blue-cyan
799;1;48780;16,3;#7BADD4;;123;173;212;206;42;83;68,6;-6,5;-25;light blue-cyan
799;3;43395;14,5;#51412C;;81;65;44;34;45;31;28,7;3,6;15,4;dark orange
799;6;37018;12,37;#B3C1C9;;179;193;201;201;10;78;77,2;-3,2;-5,7;pale blue-cyan
799;5;25011;8,36;#636D78;;99;109;120;211;17;47;45,6;-1,3;-7,4;pale blue-cyan
800;2;102992;34,41;#1A1B14;;26;27;20;68;25;10;9,4;-2,1;4,6;very dark yellow
800;3;97394;32,54;#F2F4F2;;242;244;242;120;0;95;96;-1;0,7;white
800;4;42200;14,1;#3B3A3B;;59;58;59;300;1;23;24,6;0,7;-0,5;dark grey
800;1;23236;7,76;#989D9C;;152;157;156;168;3;61;64,3;-2;-0,1;light grey
800;5;19883;6,64;#686461;;104;100;97;25;6;40;42,6;1;2,3;grey
800;6;13595;4,54;#583F39;;88;63;57;11;35;34;29,2;10;8;dark red
801;6;70284;23,46;#A3A5AA;;163;165;170;222;4;66;67,7;0,3;-2,8;light grey
801;1;62083;20,72;#787D89;;120;125;137;222;12;53;52,4;0,7;-7,1;pale blue-cyan
801;2;47513;15,86;#262323;;38;35;35;0;7;14;14;1,4;0,5;very dark grey
801;3;44496;14,85;#D0D0D0;;208;208;208;0;0;81;83,5;0;0;very light grey
801;4;43025;14,36;#525052;;82;80;82;300;2;32;34,3;1,2;-0,9;dark grey
801;5;32167;10,74;#8A7C6D;;138;124;109;31;21;54;52,9;2,8;10,1;pale orange
802;3;76177;25,42;#DCDFDF;;220;223;223;180;1;87;88,6;-1;-0,4;very light grey
802;1;70761;23,61;#A9B3BC;;169;179;188;208;10;73;72,4;-1,7;-5,8;pale blue-cyan
802;2;64472;21,51;#595C5F;;89;92;95;210;6;37;38,9;-0,5;-2,1;dark grey
802;4;37646;12,56;#837D79;;131;125;121;24;7;51;52,8;1,5;3;grey
802;6;28362;9,46;#C8AF99;;200;175;153;28;23;78;73,1;5,6;14,6;pale red-orange
802;5;22258;7,43;#272627;;39;38;39;300;2;15;15,3;0,7;-0,5;very dark grey
803;3;81433;27,21;#8D98A5;;141;152;165;212;14;64;62,4;-1,2;-8,1;pale blue-cyan
803;1;73119;24,43;#B8C6DA;;184;198;218;215;15;85;79,4;-0,7;-11,6;pale blue-cyan
803;6;63246;21,13;#687280;;104;114;128;215;18;50;47,7;-0,6;-9;pale blue-cyan
803;5;43163;14,42;#161E13;;22;30;19;103;36;11;10,2;-6,5;6,2;very dark yellow-green
803;2;26683;8,92;#3C424A;;60;66;74;214;18;29;27,7;-0,5;-5,7;dark blue-cyan
803;4;11656;3,89;#62602D;;98;96;45;57;54;38;39,8;-7,1;29,1;yellow-orange
804;2;112360;37,51;#100D0E;;16;13;14;340;18;6;3,9;1,2;-0,1;very dark red-violet
804;1;59464;19,85;#808296;;128;130;150;234;14;58;54,8;3,5;-11;pale blue
804;6;58616;19,57;#B4B5C0;;180;181;192;235;6;75;73,9;1,8;-5,7;light grey
804;3;29998;10,01;#E9E1CE;;233;225;206;42;11;91;89,7;-0,5;10,3;pale orange
804;5;24498;8,18;#36353B;;54;53;59;250;10;23;22,5;1,9;-3,6;dark blue
804;4;14632;4,88;#CE987C;;206;152;124;20;39;80;67,3;16,6;22,7;red-orange
805;2;84737;28,29;#2E7992;;46;121;146;195;68;57;47,4;-14,7;-20,3;blue-cyan
805;6;70631;23,58;#4C89AE;;76;137;174;202;56;68;54,5;-8,8;-25,5;blue-cyan
805;3;64573;21,56;#66ABCC;;102;171;204;199;50;80;66,8;-12,8;-23,5;blue-cyan
805;5;47176;15,75;#256182;;37;97;130;201;71;51;38,8;-7,8;-24;blue-cyan
805;1;24340;8,13;#1D436D;;29;67;109;211;73;42;27,8;2;-28,3;blue-cyan
805;4;8111;2,71;#051723;;5;23;35;204;85;13;6,9;-2,3;-10,5;very dark blue-cyan
806;2;93115;31,08;#978776;;151;135;118;30;21;59;57,3;3,2;11,3;pale orange
806;1;67501;22,53;#4D76C1;;77;118;193;218;60;75;50;8,9;-43,6;blue-cyan
806;3;46363;15,48;#75A4DA;;117;164;218;212;46;85;66,1;-1,3;-32,3;blue-cyan
806;4;44907;14,99;#363438;;54;52;56;270;7;22;22;1,8;-2,2;very dark grey
806;5;26501;8,85;#41566F;;65;86;111;212;41;43;35,8;-1;-16,8;blue-cyan
806;6;21181;7,07;#BED8E9;;190;216;233;203;18;91;85;-5,1;-11,2;pale blue-cyan
807;1;86833;28,99;#31431C;;49;67;28;87;58;26;26;-15;21,2;dark yellow-green
807;3;63636;21,24;#4E652D;;78;101;45;84;55;39;39,8;-18,9;28,6;yellow-green
807;4;60787;20,29;#202C16;;32;44;22;92;50;17;16,3;-10,2;12,6;very dark yellow-green
807;5;33338;11,13;#A6C0C5;;166;192;197;189;15;77;76;-7,7;-5,5;pale cyan
807;6;27535;9,19;#5E755D;;94;117;93;117;20;45;46,8;-13,5;10,5;pale green
807;2;27439;9,16;#7A9590;;122;149;144;168;18;58;59,6;-10,5;-0,5;pale cyan
808;5;112096;37,46;#80B4EC;;128;180;236;211;45;92;71,7;-2,4;-33,3;blue-cyan
808;2;66080;22,08;#6B89AA;;107;137;170;211;37;66;56;-2,2;-20,8;blue-cyan
808;6;43799;14,64;#9C9893;;156;152;147;33;5;61;63;0,5;3,1;light grey
808;4;34836;11,64;#6E4B3B;;110;75;59;18;46;43;35,3;12,7;15,5;red-orange
808;1;22611;7,56;#291D17;;41;29;23;20;43;16;12;4,8;6,4;very dark red-orange
808;3;19844;6,63;#646A40;;100;106;64;68;39;41;43,3;-9,7;22,8;yellow
809;1;77295;25,83;#9DA0A3;;157;160;163;210;3;63;65,7;-0,5;-1,9;light grey
809;6;64242;21,46;#767C7F;;118;124;127;200;7;49;51,6;-1,6;-2,4;grey
809;5;42245;14,11;#CFD3DA;;207;211;218;218;5;85;84,4;-0,1;-3,9;very light grey
809;3;40563;13,55;#505657;;80;86;87;188;8;34;36,1;-2,2;-1,4;dark cyan
809;4;38692;12,93;#4E4819;;78;72;25;53;67;30;30,2;-4,3;28,3;dark yellow-orange
809;2;36263;12,12;#252619;;37;38;25;64;34;14;14,7;-3,3;8,5;very dark yellow
810;2;118341;39,54;#0F1012;;15;16;18;220;16;7;4,7;0;-1,2;very dark blue-cyan
810;3;44829;14,98;#626357;;98;99;87;65;12;38;41,5;-2,8;6,7;pale yellow
810;5;44347;14,82;#3A3C38;;58;60;56;90;6;23;25;-1,8;2,2;dark grey
810;1;42373;14,16;#98917C;;152;145;124;45;18;59;60,2;-1,1;12,1;pale orange
810;4;25807;8,62;#BD9C59;;189;156;89;40;52;74;66;3,9;39,4;orange
810;6;23569;7,88;#DACDA8;;218;205;168;44;22;85;82,6;-1,3;20,1;pale orange
811;2;90397;30,18;#5C7D8D;;92;125;141;199;34;55;50,5;-7,5;-12,4;blue-cyan
811;6;71814;23,97;#737B73;;115;123;115;120;6;48;50,7;-4,6;3,3;grey
811;5;45062;15,04;#6D7B44;;109;123;68;75;44;48;49,3;-14,7;28,3;yellow-green
811;1;31929;10,66;#BEB3AC;;190;179;172;23;9;74;73,7;2,7;5;pale red-orange
811;3;31585;10,54;#AED1F6;;174;209;246;210;29;96;82,5;-3,3;-21,9;light blue-cyan
811;4;28781;9,61;#252E1F;;37;46;31;96;32;18;17,7;-7,4;8,4;very dark yellow-green
812;2;96327;32,16;#908D91;;144;141;145;285;2;56;59;1,9;-1,7;grey
812;1;52192;17,42;#3A3928;;58;57;40;56;31;22;23,6;-2,9;10,8;dark yellow-orange
812;4;50928;17;#C4C7CD;;196;199;205;220;4;80;80,2;0,1;-3,4;very light grey
812;5;34650;11,57;#1F1A12;;31;26;18;36;41;12;9,6;0,8;6,2;very dark orange
812;6;32901;10,98;#656357;;101;99;87;51;13;39;41,8;-1,5;7,1;pale yellow-orange
812;3;32570;10,87;#62616D;;98;97;109;245;11;42;41,6;3;-6,6;pale blue
813;2;83901;28,02;#9E9998;;158;153;152;10;3;62;63,6;1,6;1,2;light grey
813;6;55589;18,56;#D9CBC4;;217;203;196;20;9;85;82,6;3,7;5,2;pale red-orange
813;5;54420;18,17;#37362C;;55;54;44;54;20;21;22,4;-1,7;6,5;dark yellow-orange
813;1;50382;16,82;#766F6B;;118;111;107;21;9;46;47,3;1,9;3,2;pale red-orange
813;4;44797;14,96;#6C7239;;108;114;57;66;50;44;46,3;-11,5;30,6;yellow
813;3;10383;3,47;#953133;;149;49;51;358;67;58;35,6;42;22,1;red
814;2;74946;25,02;#8E8D88;;142;141;136;50;4;55;58,6;-0,6;2,8;grey
814;4;64385;21,49;#373517;;55;53;23;56;58;21;21,7;-4,2;19,1;dark yellow-orange
814;1;47355;15,81;#58574C;;88;87;76;55;13;34;36,8;-1,8;6,5;dark yellow-orange
814;3;43593;14,55;#E5E9F3;;229;233;243;222;5;95;92,3;0,5;-5,3;white
814;6;37379;12,48;#4E5317;;78;83;23;65;72;32;33,7;-10,9;33;dark yellow
814;5;31910;10,65;#242120;;36;33;32;15;11;14;13;1,2;1,2;very dark red-orange
815;5;68973;23,04;#141917;;20;25;23;156;20;9;8,2;-2,9;0,6;very dark blue-green
815;3;68175;22,78;#6C6B65;;108;107;101;51;6;42;45,1;-0,8;3,5;grey
