#;Space;Channel;Mean;Median;Min;Max;Std
42;Lab;Green-Red;5,42;2,63;-21,72;32,74;9,25
42;Lab;Blue-Yellow;10,54;1,17;-32,01;84,6;28,1
42;LCH;Lightness;33,93;27,03;0,59;100;25,07
42;LCH;Chroma;24,6;17,94;0;85,99;20,27
42;LCH;Hue;166,56;107,21;0,01;359,93;110,54
43;RGB;Red;40,1;25;0;255;45,05
43;RGB;Green;17,82;6;0;255;37,83
43;RGB;Blue;8,63;2;0;255;28,06
43;HSV;Hue;50,56;12,73;0;358,89;105,98
43;HSV;Saturation;87,54;90,91;0;100;14,7
43;HSV;Value;15,73;9,8;0;100;17,68
43;Lab;Lightness;8,92;3,08;0;100;15,92
43;Lab;Green-Red;8,42;6,07;-18,3;34,73;7,09
43;Lab;Blue-Yellow;8,45;3,83;-4,47;77,13;11,18
43;LCH;Lightness;8,92;3,08;0;100;15,92
43;LCH;Chroma;12,57;7,47;0;77,49;12,64
43;LCH;Hue;53,33;33,59;0;359,93;75,02
44;RGB;Red;75,52;48;0;255;70,4
44;RGB;Green;54,16;31;0;255;59,41
44;RGB;Blue;33,21;15;0;255;44,04
44;HSV;Hue;61,24;26,97;0;358,24;86,73
44;HSV;Saturation;62,52;66,67;0;100;20,57
44;HSV;Value;30,26;20,78;0,39;100;27,49
44;Lab;Lightness;23,57;14,12;0,02;100;25,02
44;Lab;Green-Red;6,74;7,4;-13,97;26,56;6,69
44;Lab;Blue-Yellow;15,03;9,54;-16,82;69,5;15,83
44;LCH;Lightness;23,57;14,12;0,02;100;25,02
44;LCH;Chroma;18,13;12,91;0;69,51;15,42
44;LCH;Hue;84,66;60,67;0,02;359,82;74,63
45;RGB;Red;131,68;131;0;255;51,07
45;RGB;Green;93,33;91;0;255;46,74
45;RGB;Blue;62,8;58;0;255;48,25
45;HSV;Hue;26,9;24,23;0;359,22;26,62
45;HSV;Saturation;56,08;53;0;100;26,18
45;HSV;Value;51,64;51,37;0;100;20,03
45;Lab;Lightness;42,56;43,03;0;100;18,99
45;Lab;Green-Red;12,61;11,41;-16,67;54,56;8,99
45;Lab;Blue-Yellow;22,85;20,69;-24,33;79,44;14,24
45;LCH;Lightness;42,56;43,03;0;100;18,99
45;LCH;Chroma;26,7;24,14;0;89,87;15,87
45;LCH;Hue;59,83;58,58;0;359,98;19
46;RGB;Red;114,56;101;1;255;72,11
46;RGB;Green;76,44;56;0;255;64,43
46;RGB;Blue;10,84;4;0;255;23,46
46;HSV;Hue;33,52;32,66;0;358,57;12,52
46;HSV;Saturation;91,34;95;0;100;11,25
46;HSV;Value;44,93;39,61;0,39;100;28,28
46;Lab;Lightness;34,46;28,49;0,25;100;26,16
46;Lab;Green-Red;10,9;12,94;-24,11;38,39;7,93
46;Lab;Blue-Yellow;37,46;36,14;-2,38;92,52;23,66
46;LCH;Lightness;34,46;28,49;0,25;100;26,16
46;LCH;Chroma;40,11;39,5;0;94,33;23,14
46;LCH;Hue;67,37;67,31;0,02;359,64;16,06
47;RGB;Red;113,94;100;0;255;71,24
47;RGB;Green;98,84;88;0;255;67,88
47;RGB;Blue;75,92;62;0;255;65,07
47;HSV;Hue;50,13;30,88;0;358,46;54,04
47;HSV;Saturation;52,84;50,69;0;100;23,74
47;HSV;Value;47,68;44,71;0;100;28,33
47;Lab;Lightness;41,72;39,42;0;100;27,15
47;Lab;Green-Red;3,71;6,14;-26,2;29,16;8,72
47;Lab;Blue-Yellow;15,19;14,68;-40,58;69,22;14,19
47;LCH;Lightness;41,72;39,42;0;100;27,15
47;LCH;Chroma;20,08;18,98;0;69,86;10,9
47;LCH;Hue;85,25;69,28;0;359,96;50,67
48;RGB;Red;116,57;97;2;255;75,03
48;RGB;Green;45,67;28;0;255;43,82
48;RGB;Blue;11,43;2;0;255;21,67
48;HSV;Hue;18,3;16,98;0;359,15;16,7
48;HSV;Saturation;93,43;96,81;0;100;9,12
48;HSV;Value;45,72;38,04;1,18;100;29,42
48;Lab;Lightness;27,75;21,47;0,37;100;21,77
48;Lab;Green-Red;28,08;28,34;-14,98;57,91;13,45
48;Lab;Blue-Yellow;31,73;29,86;-5,28;70,85;19,95
48;LCH;Lightness;27,75;21,47;0,37;100;21,77
48;LCH;Chroma;42,8;42,03;0;87,53;23,29
48;LCH;Hue;44,93;45,38;0,04;359,8;11,21
49;RGB;Red;137,39;142;2;255;79,17
49;RGB;Green;85,86;77;0;255;65,47
49;RGB;Blue;27,88;15;0;178;31,1
49;HSV;Hue;27,51;28,8;0;358,7;12,36
49;HSV;Saturation;84,46;86,81;25;100;11,69
49;HSV;Value;53,88;55,69;0,78;100;31,05
49;Lab;Lightness;39,99;39,77;0,12;98,43;27,37
49;Lab;Green-Red;16,27;17,7;-18,85;34,94;6,78
49;Lab;Blue-Yellow;37,8;43,09;-1,8;81,43;21,15
49;LCH;Lightness;39,99;39,77;0,12;98,43;27,37
49;LCH;Chroma;42,19;48,76;0,28;81,63;20,17
49;LCH;Hue;59,77;62,35;1,27;359,52;16,27
50;RGB;Red;157,68;153;4;255;70,78
50;RGB;Green;76,13;55;0;208;56,57
50;RGB;Blue;8,55;5;0;116;9,76
50;HSV;Hue;23,32;19,86;0;359,28;11,39
50;HSV;Saturation;95,2;96,2;52,2;100;4,37
50;HSV;Value;61,84;60;1,57;100;27,76
50;Lab;Lightness;41,18;36,89;0,23;85,64;23,2
50;Lab;Green-Red;29,97;30,81;0,77;48,12;7,66
50;Lab;Blue-Yellow;47,17;46,01;-0,02;81,32;21,43
50;LCH;Lightness;41,18;36,89;0,23;85,64;23,2
50;LCH;Chroma;57,22;60,28;1,11;82,55;19,17
50;LCH;Hue;53,59;49,8;1,57;359,52;12,96
51;RGB;Red;91,16;78;0;255;57,68
51;RGB;Green;86,88;73;0;255;55,48
51;RGB;Blue;74,68;60;0;255;54,69
51;HSV;Hue;73;45;0;358,87;71,09
51;HSV;Saturation;25,13;22,22;0;100;17,36
51;HSV;Value;36,83;31,37;0;100;22,82
51;Lab;Lightness;36,01;31,16;0;100;22,55
51;Lab;Green-Red;-0,32;0;-62,31;28,89;5,55
51;Lab;Blue-Yellow;7,77;6,66;-39,19;78,94;8,24
51;LCH;Lightness;36,01;31,16;0;100;22,55
51;LCH;Chroma;9,58;7,43;0;83,97;8,21
51;LCH;Hue;114,81;95,47;0;360;67,49
52;RGB;Red;78,64;57;3;255;62,9
52;RGB;Green;51,62;34;0;255;56,87
52;RGB;Blue;22,86;11;0;255;41,46
52;HSV;Hue;31,72;26,92;0;358,33;31,36
52;HSV;Saturation;76,22;81,15;0;100;18,77
52;HSV;Value;30,99;22,35;1,18;100;24,84
52;Lab;Lightness;23,07;15,93;0,35;100;23,21
52;Lab;Green-Red;9,2;8,56;-28,56;46,75;7,57
52;Lab;Blue-Yellow;20,1;16,01;-31,21;93,44;17,11
52;LCH;Lightness;23,07;15,93;0,35;100;23,21
52;LCH;Chroma;23,04;18,5;0;96,16;17,54
52;LCH;Hue;64,05;60,57;0,13;359,95;30,82
53;RGB;Red;78,79;52;1;255;68,95
53;RGB;Green;54,15;30;0;255;62,91
53;RGB;Blue;4,84;2;0;255;12,09
53;HSV;Hue;33,91;33,33;0;358,54;11,67
53;HSV;Saturation;94,32;95,65;0;100;6,32
53;HSV;Value;30,91;20,39;0,78;100;27,07
53;Lab;Lightness;23,28;13,55;0,12;100;25,4
53;Lab;Green-Red;6,47;7,2;-28,06;29,01;7
53;Lab;Blue-Yellow;26,98;19,22;-2,04;94,48;24,05
53;LCH;Lightness;23,28;13,55;0,12;100;25,4
53;LCH;Chroma;28,64;20,86;0;97,11;24,03
53;LCH;Hue;67,5;67,68;0,21;359,69;13,97
54;RGB;Red;137,04;134;9;255;59,02
54;RGB;Green;79,28;67;0;252;54,28
54;RGB;Blue;26,85;15;0;187;28,65
54;HSV;Hue;26,63;25,38;0;359,09;20,53
54;HSV;Saturation;83,91;86,29;23,98;100;12,54
54;HSV;Value;53,74;52,55;4,71;100;23,15
54;Lab;Lightness;38,93;36,2;0,83;97,74;21,64
54;Lab;Green-Red;20,27;21,2;-16,35;35,19;6,43
54;Lab;Blue-Yellow;37,89;39,36;-9,48;84,61;15,53
54;LCH;Lightness;38,93;36,2;0,83;97,74;21,64
54;LCH;Chroma;44,18;46,54;3,89;85,54;13,32
54;LCH;Hue;57,95;57,4;0,66;359,6;15,07
55;RGB;Red;116,29;122;0;255;50,84
55;RGB;Green;126,82;127;0;255;59,19
55;RGB;Blue;133,48;126;0;255;66,87
55;HSV;Hue;136,34;195,52;0;355,38;92,59
55;HSV;Saturation;23,59;23,23;0;100;15,89
55;HSV;Value;55,83;55,29;0,78;100;24,93
55;Lab;Lightness;51,71;53,36;0,22;100;22,83
55;Lab;Green-Red;-1,19;-0,21;-17,22;16,13;5,23
55;Lab;Blue-Yellow;-4,35;-1,87;-39,56;32,3;12,49
55;LCH;Lightness;51,71;53,36;0,22;100;22,83
55;LCH;Chroma;11,52;11,49;0;39,72;8,42
55;LCH;Hue;178,92;227,39;0,01;359,99;92,9
56;RGB;Red;144,23;149;10;255;75,05
56;RGB;Green;77,64;66;1;255;55,48
56;RGB;Blue;39,1;26;0;219;37,98
56;HSV;Hue;20,8;20;0;358,57;5,85
56;HSV;Saturation;79,08;81,32;14,12;100;13,79
56;HSV;Value;56,56;58,43;3,92;100;29,43
56;Lab;Lightness;39,32;38,53;1,04;98,93;24,36
56;Lab;Green-Red;24,41;26,6;-10,67;40,53;8,52
56;Lab;Blue-Yellow;32,88;37,26;-1,92;59,43;14,39
56;LCH;Lightness;39,32;38,53;1,04;98,93;24,36
56;LCH;Chroma;41,29;47,21;1,83;67,91;15,87
56;LCH;Hue;51,02;50,68;3,36;352,25;8,75
57;RGB;Red;69,29;32;1;255;79,15
57;RGB;Green;50,28;15;0;255;75,07
57;RGB;Blue;32,63;8;0;255;58,67
57;HSV;Hue;29,4;21;0;356,47;48,82
57;HSV;Saturation;66,08;68,97;0;100;18,09
57;HSV;Value;27,19;12,55;0,78;100;31,09
57;Lab;Lightness;21,02;6,11;0,16;100;30,14
57;Lab;Green-Red;5,84;4,95;-17,77;39,88;6,8
57;Lab;Blue-Yellow;12,25;5,47;-2,27;70,19;14,1
57;LCH;Lightness;21,02;6,11;0,16;100;30,14
57;LCH;Chroma;14,6;8,21;0;72,73;14,7
57;LCH;Hue;55,21;47,19;0,02;359,78;39
58;RGB;Red;55,58;39;0;255;60,79
58;RGB;Green;37,02;23;0;255;51,01
58;RGB;Blue;20,91;13;0;255;30,88
58;HSV;Hue;39,97;23,81;0;358,42;57,19
58;HSV;Saturation;59,81;66,67;0;100;24,91
58;HSV;Value;21,97;15,29;0;100;23,82
58;Lab;Lightness;16,02;9,78;0;100;21,22
58;Lab;Green-Red;6,49;5,09;-21,45;44,13;8,55
58;Lab;Blue-Yellow;12,03;7,59;-19,21;74,66;15
58;LCH;Lightness;16,02;9,78;0;100;21,22
58;LCH;Chroma;14,79;9,5;0;78,52;16,32
58;LCH;Hue;77,71;57,2;0;359,64;58,1
59;RGB;Red;115,11;97;0;255;73,96
59;RGB;Green;72,88;55;0;255;61,9
59;RGB;Blue;32,09;17;0;255;38,95
59;HSV;Hue;38,27;26,49;0;358,8;58,64
59;HSV;Saturation;77,06;81,33;0;100;18,88
59;HSV;Value;45,5;39,22;0;100;29,03
59;Lab;Lightness;33,99;28,05;0;99,78;25,6
59;Lab;Green-Red;14,38;15,75;-25,35;49,84;9,18
59;Lab;Blue-Yellow;28,43;27,84;-69,55;93,47;21,12
59;LCH;Lightness;33,99;28,05;0;99,78;25,6
59;LCH;Chroma;33,95;33,24;0;95,97;19,81
59;LCH;Hue;64,28;59,27;0;360;43,64
60;RGB;Red;92,79;68;3;255;81,77
60;RGB;Green;69,71;37;0;255;75,76
60;RGB;Blue;35,06;14;0;255;51,54
60;HSV;Hue;109,11;39,17;0;357,93;124,02
60;HSV;Saturation;63,22;63,89;0;100;21
60;HSV;Value;36,55;26,67;1,96;100;31,93
60;Lab;Lightness;29,77;18,24;0,52;100;30,61
60;Lab;Green-Red;6,05;5,87;-21,89;27,19;6,52
60;Lab;Blue-Yellow;21,82;16,85;-4,95;80,06;21,77
60;LCH;Lightness;29,77;18,24;0,52;100;30,61
60;LCH;Chroma;24,51;20,24;0;81,35;20,7
60;LCH;Hue;126,83;75,61;0,02;359,94;113,46
61;RGB;Red;103,41;75;9;255;74,75
61;RGB;Green;64,63;33;0;255;66,48
61;RGB;Blue;25,95;14;0;252;30,57
61;HSV;Hue;55,19;23,18;0;358,5;95,21
61;HSV;Saturation;76,75;77,38;0,79;100;13,09
61;HSV;Value;40,56;29,41;3,53;100;29,31
61;Lab;Lightness;29,81;18,47;0,66;99,83;27,15
61;Lab;Green-Red;13,17;14,25;-20,2;31,87;8,31
61;Lab;Blue-Yellow;26,75;20,46;-8,3;78,31;21,8
61;LCH;Lightness;29,81;18,47;0,66;99,83;27,15
61;LCH;Chroma;31,94;27,02;0,68;79,25;20,33
61;LCH;Hue;66,11;52,08;0,01;359,94;66,06
62;RGB;Red;96,9;75;0;255;78,13
62;RGB;Green;63,09;40;0;255;65,7
62;RGB;Blue;28,25;14;0;255;39,53
62;HSV;Hue;32,08;26,47;0;358,64;36,84
62;HSV;Saturation;76,78;80,49;0;100;19,89
62;HSV;Value;38,02;29,41;0;100;30,65
62;Lab;Lightness;28,73;20,32;0;99,95;27,24
62;Lab;Green-Red;10,81;13,01;-26,68;38,16;9,86
62;Lab;Blue-Yellow;24,17;21,12;-6,25;89,46;19,08
62;LCH;Lightness;28,73;20,32;0;99,95;27,24
62;LCH;Chroma;27,66;26,09;0;91,45;19,94
62;LCH;Hue;64,23;59,67;0;359,91;32,51
63;RGB;Red;83,5;51;0;255;74,75
63;RGB;Green;53,13;27;0;255;59,06
63;RGB;Blue;7,18;2;0;95;11,62
63;HSV;Hue;30;30;0;358,29;14,79
63;HSV;Saturation;93,37;95,14;0;100;7,41
63;HSV;Value;32,75;20;0;100;29,32
63;Lab;Lightness;23,89;12,53;0;97,45;25,41
63;Lab;Green-Red;8,75;8,55;-26,13;38,5;6,99
63;Lab;Blue-Yellow;26,8;17,65;-2,48;92,95;24,85
63;LCH;Lightness;23,89;12,53;0;97,45;25,41
63;LCH;Chroma;28,84;20,32;0;95,57;25,08
63;LCH;Hue;62,48;63,27;0;359,91;16,16
64;RGB;Red;112,64;104;0;255;59,62
64;RGB;Green;76,96;65;0;255;51,87
64;RGB;Blue;48,63;36;0;255;45,43
64;HSV;Hue;26,91;25,16;0;358,7;24,25
64;HSV;Saturation;60,51;60,56;0;100;17,39
64;HSV;Value;44,18;40,78;1,57;100;23,39
64;Lab;Lightness;35,11;31,55;0,23;100;21,49
64;Lab;Green-Red;12,02;12,74;-23,19;35,27;5,75
64;Lab;Blue-Yellow;22,02;19,91;-42,43;86,06;12,23
64;LCH;Lightness;35,11;31,55;0,23;100;21,49
64;LCH;Chroma;25,54;24;0;87,54;12,63
64;LCH;Hue;60,29;59,53;0,07;359,66;16,11
65;RGB;Red;47,18;31;2;255;51,31
65;RGB;Green;34,87;20;0;255;46,97
65;RGB;Blue;11,09;6;0;255;22,04
65;HSV;Hue;35,94;35,29;0;358,12;7,25
65;HSV;Saturation;79,66;80,49;0;100;10,55
65;HSV;Value;18,51;12,16;0,78;100;20,14
65;Lab;Lightness;13,88;7,4;0,29;100;19,25
65;Lab;Green-Red;2,47;2,59;-23,93;19,67;3,62
65;Lab;Blue-Yellow;13,93;8,74;-2,66;87,46;15,27
65;LCH;Lightness;13,88;7,4;0,29;100;19,25
65;LCH;Chroma;14,44;9,37;0;90,42;15,43
65;LCH;Hue;75,35;74,97;0,21;359,52;10,41
66;RGB;Red;87,38;68;0;255;59,75
66;RGB;Green;47;25;0;255;57,7
66;RGB;Blue;35,79;16;0;255;56,67
66;HSV;Hue;47,45;11,25;0;359,47;95,46
66;HSV;Saturation;68,77;75;0;100;25,07
66;HSV;Value;34,81;26,67;0;100;24,27
66;Lab;Lightness;23,93;15,79;0;100;23,17
66;Lab;Green-Red;17,34;16,92;-22,32;50,69;11,92
66;Lab;Blue-Yellow;14,83;11,81;-19,15;83,05;14,73
66;LCH;Lightness;23,93;15,79;0;100;23,17
66;LCH;Chroma;24,26;20,75;0;84,82;17,07
66;LCH;Hue;56,94;38,11;0;360;67,62
67;RGB;Red;100,57;100;0;255;62,96
67;RGB;Green;55,43;45;0;255;43,56
67;RGB;Blue;31,27;23;0;238;25,84
67;HSV;Hue;47,46;20;0;359,15;89,9
67;HSV;Saturation;65,4;69;0;100;19,65
67;HSV;Value;39,47;39,22;0,39;100;24,64
67;Lab;Lightness;27,76;25,83;0,14;99,53;20,08
67;Lab;Green-Red;17,29;19,57;-9,42;38,34;8,85
67;Lab;Blue-Yellow;22,06;22,95;-6,27;77,68;15,57
67;LCH;Lightness;27,76;25,83;0,14;99,53;20,08
67;LCH;Chroma;28,79;31,41;0;77,9;16,66
67;LCH;Hue;65,51;50,52;0,01;360;65,66
68;RGB;Red;99,13;84;1;255;58,56
68;RGB;Green;82,12;64;3;255;59,23
68;RGB;Blue;39,89;18;0;255;56,04
68;HSV;Hue;45,05;41,86;0;351,43;12,44
68;HSV;Saturation;70,91;76,56;0;100;21,21
68;HSV;Value;38,97;32,94;1,18;100;23,14
68;Lab;Lightness;34,68;28,33;0,65;99,98;23,29
68;Lab;Green-Red;2;2,66;-19,04;12,9;3,49
68;Lab;Blue-Yellow;26,38;28,62;-33,08;57,04;9,19
68;LCH;Lightness;34,68;28,33;0,65;99,98;23,29
68;LCH;Chroma;26,7;28,96;0;59,04;9,13
68;LCH;Hue;87,74;84,66;8,44;351,55;12,77
69;RGB;Red;72,08;63;0;255;51,29
69;RGB;Green;37,44;28;0;255;40,01
69;RGB;Blue;14,67;8;0;255;24,64
69;HSV;Hue;23,81;21,95;0;358,95;15,11
69;HSV;Saturation;82,13;86,49;0;100;14,24
69;HSV;Value;28,28;24,71;0;100;20,12
69;Lab;Lightness;18,66;14,95;0;100;17,26
69;Lab;Green-Red;13,83;15,27;-21,83;44,3;8,08
69;Lab;Blue-Yellow;19,42;19,07;-2,23;76,7;12,38
69;LCH;Lightness;18,66;14,95;0;100;17,26
69;LCH;Chroma;24,39;24,78;0;78,91;13,87
69;LCH;Hue;54,16;51,71;0;359,93;16,31
70;RGB;Red;127,23;140;0;255;76,15
70;RGB;Green;80,09;72;0;255;65,02
70;RGB;Blue;31,14;14;0;228;43,88
70;HSV;Hue;30,49;28,91;0;358,95;29,77
70;HSV;Saturation;82,76;87,5;0;100;17,73
70;HSV;Value;49,9;54,9;0;100;29,86
70;Lab;Lightness;37,49;38,3;0;99,31;26,91
70;Lab;Green-Red;15,25;16,11;-14,89;36,91;8,86
70;Lab;Blue-Yellow;33,15;37,69;-10,27;72,98;19,35
70;LCH;Lightness;37,49;38,3;0;99,31;26,91
70;LCH;Chroma;37,46;43,55;0;73,17;19,52
70;LCH;Hue;62,78;63,69;0;359,82;23,41
71;RGB;Red;140,44;145;0;255;71,42
71;RGB;Green;83;79;0;255;51,14
71;RGB;Blue;32,9;27;0;249;28,05
71;HSV;Hue;28,04;27,03;0;359,12;17,78
71;HSV;Saturation;78,19;78,7;0;100;13,72
71;HSV;Value;55,08;56,86;0;100;28,01
71;Lab;Lightness;40,16;40,77;0;99,62;22,59
71;Lab;Green-Red;19,4;21,62;-21,55;45,17;9,15
71;Lab;Blue-Yellow;36,3;39,4;-3,63;83,03;17,46
71;LCH;Lightness;40,16;40,77;0;99,62;22,59
71;LCH;Chroma;41,7;45,68;0;84,32;18,56
71;LCH;Hue;61,07;60,64;0;359,8;13,9
72;RGB;Red;182,85;193;18;255;67,01
72;RGB;Green;137,26;122;0;255;76,06
72;RGB;Blue;23,55;3;0;255;39,97
72;HSV;Hue;41,47;37,5;0;359,15;12,42
72;HSV;Saturation;90,04;97,79;0;100;15,57
72;HSV;Value;71,76;75,69;7,06;100;26,33
72;Lab;Lightness;59,14;57,44;1,18;99,83;27,21
72;Lab;Green-Red;9,05;14,41;-28,72;43,95;15,26
72;Lab;Blue-Yellow;58,42;60,26;-1,92;94,39;19,56
72;LCH;Lightness;59,14;57,44;1,18;99,83;27,21
72;LCH;Chroma;61,25;63,68;0;96,99;18,96
72;LCH;Hue;78,27;72,6;2,43;353,8;15,51
73;RGB;Red;136,22;127;2;255;81,06
73;RGB;Green;61,35;49;0;230;48,86
73;RGB;Blue;16,81;8;0;159;19,89
73;HSV;Hue;21,06;20;0;358,97;21,9
73;HSV;Saturation;89,86;91,82;0;100;8,67
73;HSV;Value;53,42;49,8;0,78;100;31,79
73;Lab;Lightness;34,31;31,2;0,17;91,38;23,61
73;Lab;Green-Red;28,43;28,81;-5,24;57,58;12,75
73;Lab;Blue-Yellow;36,91;37,98;-3,26;76,21;21,43
73;LCH;Lightness;34,31;31,2;0,17;91,38;23,61
73;LCH;Chroma;47,14;49,49;0;89,76;23,9
73;LCH;Hue;48,61;50,24;0,15;359,91;12,85
74;RGB;Red;118,78;111;0;255;60,64
74;RGB;Green;92,29;81;0;255;57,96
74;RGB;Blue;64,66;48;0;255;55,31
74;HSV;Hue;52,22;30;0;359,06;69,4
74;HSV;Saturation;53,42;55,93;0;100;21,06
74;HSV;Value;47,28;44,31;0;100;24,12
74;Lab;Lightness;40,37;37,68;0;100;23,25
74;Lab;Green-Red;7,6;9,33;-18,68;27,03;9,17
74;Lab;Blue-Yellow;20;20,21;-16,96;61,98;11,18
74;LCH;Lightness;40,37;37,68;0;100;23,25
74;LCH;Chroma;23,64;23,25;0;63,41;10,39
74;LCH;Hue;79,08;66,76;0;359,99;49,82
75;RGB;Red;114,17;97;1;255;77,42
75;RGB;Green;82,3;64;0;255;65,6
75;RGB;Blue;44,68;29;0;255;48,43
75;HSV;Hue;38,29;30,42;0;357,39;35,64
75;HSV;Saturation;66,73;70,59;0;100;19,94
75;HSV;Value;45,29;38,82;0,78;100;30,06
75;Lab;Lightness;36,39;30,54;0,12;100;27,11
75;Lab;Green-Red;9,02;11,98;-21,17;30,45;8,72
75;Lab;Blue-Yellow;25,57;26,35;-9,62;70,74;16,72
75;LCH;Lightness;36,39;30,54;0,12;100;27,11
75;LCH;Chroma;28,52;29,97;0;71,63;16,64
75;LCH;Hue;72,26;66,6;0,02;359,69;32,87
76;RGB;Red;122,24;110;0;255;72,83
76;RGB;Green;79,22;63;0;255;62,5
76;RGB;Blue;38,48;23;0;255;43,64
76;HSV;Hue;32,76;25,55;0;358,6;26,67
76;HSV;Saturation;70,8;77,11;0;100;22,17
76;HSV;Value;48,05;43,53;0,78;100;28,57
76;Lab;Lightness;36,74;32,77;0,23;100;25,52
76;Lab;Green-Red;14,39;15,83;-21,35;40,04;11,84
76;Lab;Blue-Yellow;29,35;28;-9,58;80,84;18,9
76;LCH;Lightness;36,74;32,77;0,23;100;25,52
76;LCH;Chroma;34,07;33,7;0;82,65;20,12
76;LCH;Hue;66,74;58,17;0,02;359,83;27,85
77;RGB;Red;86,44;40;0;255;93,27
77;RGB;Green;103,11;78;0;255;80,79
77;RGB;Blue;77,72;39;0;255;85,41
77;HSV;Hue;104,48;116;0;357,78;45,84
77;HSV;Saturation;52,18;57,7;0;100;34,56
77;HSV;Value;42,16;31,76;0;100;32,99
77;Lab;Lightness;40,1;30,31;0;100;32,98
77;Lab;Green-Red;-10,3;-7,74;-50,8;46,1;12,86
77;Lab;Blue-Yellow;12,14;6,39;-80,14;83,55;14,17
77;LCH;Lightness;40,1;30,31;0;100;32,98
77;LCH;Chroma;18,69;13,61;0;91,95;16,45
77;LCH;Hue;134,38;139,01;0;359,91;36,8
78;RGB;Red;83,58;57;0;255;68,69
78;RGB;Green;51,04;25;0;255;55,43
78;RGB;Blue;20,82;5;0;245;31,45
78;HSV;Hue;32,52;24,78;0;358,54;56,72
78;HSV;Saturation;83,91;87,05;0;100;14,05
78;HSV;Value;32,78;22,35;0;100;26,93
78;Lab;Lightness;23,72;13,21;0;99,57;24,04
78;Lab;Green-Red;10,56;11,41;-10,68;28,37;5,86
78;Lab;Blue-Yellow;21,36;17,65;-5,99;61,49;17,57
78;LCH;Lightness;23,72;13,21;0;99,57;24,04
78;LCH;Chroma;24,6;22,51;0;62,85;17,48
78;LCH;Hue;54,62;53,11;0;359,94;34,05
79;RGB;Red;106,32;84;12;255;65,31
79;RGB;Green;77,62;53;0;255;64,99
79;RGB;Blue;52,64;27;0;255;62,6
79;HSV;Hue;29,37;27,39;0;359,17;29,03
79;HSV;Saturation;61,66;66,67;0;100;20,98
79;HSV;Value;41,7;32,94;4,71;100;25,62
79;Lab;Lightness;34,19;25,23;0,77;100;25,77
79;Lab;Green-Red;9,48;9,73;-11,08;32,13;4,78
79;Lab;Blue-Yellow;19,32;19,16;-4,82;53,91;9,06
79;LCH;Lightness;34,19;25,23;0,77;100;25,77
79;LCH;Chroma;22,09;22,43;0;54,03;8,96
79;LCH;Hue;64,78;62,87;0,06;359,72;21,86
80;RGB;Red;184,31;206;0;255;62,19
80;RGB;Green;90,84;95;0;191;45,14
80;RGB;Blue;12,02;5;0;74;14,37
80;HSV;Hue;26,27;27,36;0;359,14;8,63
80;HSV;Saturation;94,4;97,04;0;100;6,28
80;HSV;Value;72,28;80,78;0;100;24,39
80;Lab;Lightness;48,73;53,29;0;81,3;19,27
80;Lab;Green-Red;33,17;36,58;-2,13;47,73;9,31
80;Lab;Blue-Yellow;54,12;61,24;-1,15;72,72;17,71
80;LCH;Lightness;48,73;53,29;0;81,3;19,27
80;LCH;Chroma;64,07;71,83;0;79,18;18,04
80;LCH;Hue;57,56;57,47;0;359,52;11,25
81;RGB;Red;139,83;145;1;255;81,91
81;RGB;Green;82,43;77;0;255;56,86
81;RGB;Blue;28,49;19;0;255;28,18
81;HSV;Hue;28,72;27,44;0;358,64;15,16
81;HSV;Saturation;81,31;83,22;0;100;13,02
81;HSV;Value;54,87;56,86;0,39;100;32,1
81;Lab;Lightness;39,56;40,32;0,25;99,78;25,61
81;Lab;Green-Red;19,12;21;-20,22;42,48;10,29
81;Lab;Blue-Yellow;37,15;40,8;-10,6;83,65;21,41
81;LCH;Lightness;39,56;40,32;0,25;99,78;25,61
81;LCH;Chroma;42,36;47,47;0;84,79;22,71
81;LCH;Hue;61,49;60,4;0,02;359,52;16,29
82;RGB;Red;99,87;96;0;255;50,4
82;RGB;Green;88,42;86;0;255;45,64
82;RGB;Blue;82,46;82;0;255;41,96
82;HSV;Hue;111,32;44;0;358,64;115,19
82;HSV;Saturation;26,34;23,68;0;100;17,02
82;HSV;Value;40,57;38,82;0,39;100;19,17
82;Lab;Lightness;37,88;37,62;0,12;100;18,94
82;Lab;Green-Red;3,94;3,77;-26,66;50,2;6,83
82;Lab;Blue-Yellow;5,22;4,8;-80,44;50,43;7,62
82;LCH;Lightness;37,88;37,62;0,12;100;18,94
82;LCH;Chroma;10,28;9,31;0;94,82;6,46
82;LCH;Hue;123,1;78,02;0;360;101,34
83;RGB;Red;47,05;11;0;255;72,61
83;RGB;Green;33,29;8;0;255;59,49
83;RGB;Blue;23,93;7;0;255;43,98
83;HSV;Hue;100,13;22,5;0;358,8;130,28
83;HSV;Saturation;40,55;41,67;0;100;25,09
83;HSV;Value;18,57;4,31;0;100;28,43
83;Lab;Lightness;14,14;2,33;0;100;25,11
83;Lab;Green-Red;4,57;0,91;-17,86;28,61;7,42
83;Lab;Blue-Yellow;7,31;0,47;-2,93;66,51;13,09
83;LCH;Lightness;14,14;2,33;0;100;25,11
83;LCH;Chroma;9,47;1,24;0;66,55;14,53
83;LCH;Hue;138,41;90,67;0;359,93;116,81
84;RGB;Red;145,11;142;25;255;48,16
84;RGB;Green;76,74;72;5;255;35,15
84;RGB;Blue;10,22;9;0;167;7,78
