#;R mean;G mean;B mean;H° mean;S% mean;V% mean;L mean;C mean;Color 1 HEX;Color 1%;Color 1 Name;Color 2 HEX;Color 2 %;Color 2 Name;Color 3 HEX;Color 3 %;Color 3 Name;Color 4 HEX;Color 4 %;Color 4 Name;Color 5 HEX;Color 5 %;Color 5 Name
11;94,9;89,6;86,4;82,2;27,7;37,4;36,4;4,1;#0F0D08;37,27;very dark orange;#B6B0AD;13,91;light grey;#382F2C;13,86;dark red-orange;#635754;12,18;pale red;#FBFBFB;11,39;white
12;77,4;64;43;39,5;52,7;30,4;27,5;14,9;#4A371A;21,92;dark orange;#685C4C;18,53;orange;#2D210B;18,41;very dark orange;#423B2D;17,99;dark orange;#9E8866;12,27;orange
13;108,6;60,7;16,7;38,8;86,3;42,8;30,4;37,5;#6D3409;24,91;red-orange;#461907;20,69;dark red-orange;#95580D;20,55;orange;#1B0704;16,13;very dark red;#CC8F22;12,78;vivid orange
14;126,5;130,1;144,9;250,3;16,6;57,2;53,1;9,5;#494149;22,42;dark violet;#DDE3F2;19,15;pale blue-cyan;#2C262D;18,14;very dark violet;#BBC1D1;16,77;pale blue-cyan;#92A1B9;12,32;pale blue-cyan
15;47,2;37,9;8,4;44,9;80,9;18,6;15;15,9;#120C04;60,4;very dark orange;#2C1F07;18,92;very dark orange;#8D770A;8,68;yellow-orange;#554309;8,12;dark yellow-orange;#DBD024;3,28;vivid yellow-orange
16;105,7;83;85,4;190,6;40,9;43,6;36,8;17,2;#241119;36,28;very dark red-violet;#A198A3;25,11;light grey;#615B5E;16;dark grey;#702A38;9,54;red;#AF6753;6,98;red
17;74,2;51;33;32;61,5;29,1;22,1;17,2;#1A0D09;41,35;very dark red;#381F13;32,44;dark red-orange;#673F24;10,64;red-orange;#B68045;7,43;orange;#F4D87F;4,75;yellow-orange
18;109,1;89,9;75,2;56,5;36,3;42,8;38,7;13,7;#3D2F20;24,65;dark orange;#5F4E3A;20,84;dark orange;#C0AEA6;18,78;pale red-orange;#907A6B;15,52;red-orange;#1B1111;14,24;very dark red
19;88,5;62,8;35,2;35,6;64,2;34,7;27,6;21,3;#171108;37,33;very dark orange;#3C2713;16,53;dark red-orange;#613F1E;15,47;red-orange;#8D5C2B;13,32;red-orange;#B6854E;10,46;orange
20;92,3;72,9;53,1;44;54,8;36,2;31,2;15,6;#140C05;27,01;very dark red-orange;#342313;26,59;dark red-orange;#958474;14,37;pale red-orange;#634527;13,31;red-orange;#C9BCAC;11,37;pale orange
21;84,2;62,5;39,3;72,3;46,1;33,2;26,8;18,3;#161211;43,26;very dark red;#3A2517;18,35;dark red-orange;#A7773D;15,02;orange;#704926;13,15;red-orange;#E3B563;8,22;orange
22;104,2;60,4;32,7;37,7;66,4;40,9;29,4;29,9;#4A2219;32,29;dark red;#753A21;25,69;red-orange;#190C0B;20,17;very dark red;#B26E31;12,55;red-orange;#EEB740;8,16;orange
23;82,6;78,8;71,5;81,9;21,1;33,1;32,6;6,8;#343027;27,39;dark orange;#15130F;22,91;very dark orange;#5B554A;19,13;dark orange;#7D7A76;16,67;grey;#ACADB2;11,77;light grey
24;114,5;77,7;37,4;51,5;69,9;45,3;35,5;30,7;#201109;22,27;very dark red-orange;#CA841E;20,1;vivid orange;#4B280C;19,76;dark red-orange;#8A5419;15,07;orange;#554A4B;11,59;dark red
25;107,5;100,8;89,9;81;28,7;44;42,1;11,3;#5C5856;22,85;dark grey;#261C14;21,49;very dark red-orange;#8D8885;19,87;grey;#C9C2B7;16,4;pale orange;#3E4E2C;11,98;dark yellow-green
26;135,7;78,7;21,6;28,2;87,9;53,2;38,2;44,1;#C67822;19,46;vivid orange;#472003;18,74;dark red-orange;#9C5912;16,48;orange;#2C1002;15,82;very dark red-orange;#EB9E40;15,17;orange
27;147,7;144,6;141,3;103,1;7,9;58,7;59,3;4,3;#BEBAB4;23,23;light grey;#9E9A94;18,76;light grey;#DBD9D7;18,32;very light grey;#7A7772;14,06;grey;#2E2B2D;12,93;very dark grey
28;60,9;41;18,6;27,9;80,5;23,9;17,6;17;#120603;46,64;very dark red;#2B1405;24,98;very dark red-orange;#4B2B0A;11,85;dark orange;#D7BA4F;7,42;yellow-orange;#8B631D;5,83;orange
29;124,9;92,6;36,5;39,4;77,6;49;40,1;35,7;#422308;21,24;dark red-orange;#190A03;19,61;very dark red-orange;#A67C2B;18,05;orange;#DAB346;16,28;orange;#724A15;16,01;orange
30;134,3;79,9;40;27,3;72,5;52,7;39;37,1;#AA5F2C;21,8;red-orange;#78411E;19,68;red-orange;#EB8E41;17,41;red-orange;#4B240A;16,04;dark red-orange;#74634B;14,47;orange
31;136,4;90,5;18,3;35,2;84,8;53,5;41,7;45,3;#60380A;24,37;dark orange;#BB7C0F;21,25;vivid orange;#8B5714;20,23;orange;#E1AC12;13,08;vivid orange;#58432B;11,59;dark orange
32;107,8;64,8;19,8;35,5;85;42,5;30,8;35,6;#421F07;25,36;dark red-orange;#6A3509;23,9;red-orange;#1F110B;20,84;very dark red-orange;#A05B12;14,38;orange;#DC9529;9,41;vivid orange
33;100,5;50,7;25,6;47;72,5;39,5;26,6;31,5;#8A441D;27,63;red-orange;#190B0B;24,52;very dark red;#642D15;19,04;red-orange;#3F190E;13,9;dark red;#B35E2A;12,76;vivid red-orange
34;122,1;69,6;27,7;30,1;75,3;47,9;33,7;36,2;#190B07;34,08;very dark red;#ED8E34;17,13;vivid red-orange;#BE6524;15,16;vivid red-orange;#7F3F19;13,86;red-orange;#431E0F;12,74;dark red-orange
35;137,7;82,9;32,2;27,6;78,4;54;39,6;41;#B16422;21,36;vivid red-orange;#241208;19,59;very dark red-orange;#E79239;19,44;vivid orange;#4B250D;17,64;dark red-orange;#7C4014;16,24;red-orange
36;96,7;41,5;8,7;26,1;88,7;38;23,8;37,2;#702705;31,52;red-orange;#481705;27,18;dark red-orange;#240F09;23,99;very dark red;#AA4904;12,16;vivid red-orange;#FAC50D;4,09;vivid yellow-orange
37;106,8;48,6;9,2;33,1;93,9;41,9;26,9;38,7;#130301;23,85;very dark red;#350E02;18,47;dark red;#C16310;18,43;vivid red-orange;#622204;16,29;red-orange;#923E09;15,49;red-orange
38;94,3;54;24,7;25,2;70,5;37;26;29;#3D1B0F;27,38;dark red-orange;#20120F;27,27;very dark red;#5E290F;18,75;dark red-orange;#904814;11,99;red-orange;#D78A33;8,49;vivid orange
39;129,4;77,4;20,9;28,7;83,8;50,8;37;41,5;#1D0E05;21,13;very dark red-orange;#9C5C18;19,99;orange;#774112;17,11;red-orange;#C17820;17,04;vivid orange;#EA9C27;12,6;vivid orange
40;119,3;70,3;32,9;26,2;72,8;46,8;34;34,4;#28140B;23,66;very dark red-orange;#4E2A15;22,19;dark red-orange;#AB632A;20,09;vivid red-orange;#7C441D;18,24;red-orange;#DB893A;12,98;red-orange
41;105;57,4;8,6;32;92,4;41,2;28,5;37,4;#120301;21,44;very dark red;#331202;19,46;dark red-orange;#8B4707;17,65;red-orange;#5C2A03;16,63;dark red-orange;#BB710F;15,77;vivid orange
42;91,7;79,4;61,6;129,1;52,6;41,8;33,9;24,6;#32435A;34,31;dark blue-cyan;#251C1D;28,22;very dark red;#6C3B19;16,61;red-orange;#BE8027;9,3;vivid orange;#F0D850;7,89;yellow-orange
43;40,1;17,8;8,6;50,6;87,5;15,7;8,9;12,6;#100301;59,48;very dark red;#2A0D04;20,73;very dark red;#4A1F0A;12,33;dark red-orange;#844818;4,76;red-orange;#DFB958;1,45;orange
44;75,5;54,2;33,2;61,2;62,5;30,3;23,6;18,1;#160C08;44,06;very dark red-orange;#432511;23,22;dark red-orange;#835626;11,77;orange;#D49F56;10,72;orange;#314241;6,83;dark cyan
45;131,7;93,3;62,8;26,9;56,1;51,6;42,6;26,7;#896A56;30,28;red-orange;#683D20;26,4;red-orange;#C5A386;18,18;red-orange;#2B150B;12,34;very dark red-orange;#B05511;8,97;vivid red-orange
46;114,6;76,4;10,8;33,5;91,3;44,9;34,5;40,1;#200E03;25,77;very dark red-orange;#4D2704;24,8;dark red-orange;#824F06;21,86;orange;#BE830C;16,26;vivid orange;#F1D01F;9,72;vivid yellow-orange
47;113,9;98,8;75,9;50,1;52,8;47,7;41,7;20,1;#513922;27,74;dark red-orange;#8E6E53;21,96;red-orange;#1A1006;19,45;very dark orange;#5A8D90;11,98;cyan;#DDB872;9,73;orange
48;116,6;45,7;11,4;18,3;93,4;45,7;27,8;42,8;#220901;25,63;very dark red;#431202;20,51;dark red;#A43908;16,92;red-orange;#6D2105;16,35;red-orange;#E3671B;15,43;vivid red-orange
49;137,4;85,9;27,9;27,5;84,5;53,9;40;42,2;#1D0902;19,69;very dark red-orange;#D18D2B;18,15;vivid orange;#A36017;17,06;orange;#F7BD51;16,07;orange;#441A05;14,89;dark red-orange
50;157,7;76,1;8,6;23,3;95,2;61,8;41,2;57,2;#E8830D;18,5;vivid orange;#882C05;17,88;red-orange;#5E1903;17,6;dark red;#3C0E02;17,38;dark red;#F9A712;14,91;vivid orange
51;91,2;86,9;74,7;73;25,1;36,8;36;9,6;#3E3B2F;31,45;dark yellow-orange;#655E50;23,31;pale orange;#1E1D17;21,91;very dark yellow-orange;#978E82;12,92;pale orange;#DCD8D4;7,63;very light grey
52;78,6;51,6;22,9;31,7;76,2;31;23,1;23;#1E1008;35,2;very dark red-orange;#3B220E;31,71;dark red-orange;#623711;19,38;red-orange;#BF741E;7,08;vivid orange;#F7E358;3,72;yellow-orange
53;78,8;54,1;4,8;33,9;94,3;30,9;23,3;28,6;#1C0D01;31,37;very dark red-orange;#311C02;31,06;very dark orange;#482B03;16,44;dark orange;#905C08;8,06;orange;#DDA511;6,68;vivid orange
54;137;79,3;26,9;26,6;83,9;53,7;38,9;44,2;#74330A;21,93;red-orange;#995519;20,65;red-orange;#C18231;16,09;orange;#531E08;14,67;dark red-orange;#310E05;14,01;very dark red
55;116,3;126,8;133,5;136,3;23,6;55,8;51,7;11,5;#979088;23,27;pale orange;#6A5D53;18,59;pale red-orange;#292A2D;17,3;very dark blue;#B7DAEA;15,43;pale blue-cyan;#7BA6C7;15,37;blue-cyan
56;144,2;77,6;39,1;20,8;79,1;56,6;39,3;41,3;#D87F43;19,46;red-orange;#A95123;19,24;vivid red-orange;#240C02;16,96;very dark red-orange;#743010;16,89;red-orange;#471A07;13,96;dark red-orange
57;69,3;50,3;32,6;29,4;66,1;27,2;21;14,6;#150A06;57,74;very dark red-orange;#371E0D;19,31;dark red-orange;#7A4922;7,72;red-orange;#FBF2A3;6,18;light yellow-orange;#DA9650;4,98;orange
58;55,6;37;20,9;40;59,8;22;16;14,8;#0F0B09;41,6;very dark red-orange;#2C1B11;31,93;very dark red-orange;#45220D;13,2;dark red-orange;#89461B;6,27;red-orange;#F9F292;4,24;light yellow-orange
59;115,1;72,9;32,1;38,3;77,1;45,5;34;34;#24120B;27,95;very dark red-orange;#542C10;27,58;dark red-orange;#8F521D;21,37;red-orange;#DC8E34;14,44;vivid orange;#FAE576;7,1;yellow-orange
60;92,8;69,7;35,1;109,1;63,2;36,5;29,8;24,5;#120A0B;43,17;very dark red;#7B5013;17,84;orange;#45260D;14,73;dark red-orange;#B2872A;10,74;vivid orange;#EED66D;8,41;yellow-orange
61;103,4;64,6;25,9;55,2;76,8;40,6;29,8;31,9;#1D0A09;28,4;very dark red;#3D1A0C;26,39;dark red-orange;#713811;14,44;red-orange;#A46420;13,17;orange;#DBA236;10,23;vivid orange
62;96,9;63,1;28,2;32,1;76,8;38;28,7;27,7;#140A05;32,37;very dark red-orange;#3D200D;20,86;dark red-orange;#673512;17,66;red-orange;#A06021;12,28;red-orange;#DF9942;9,9;orange
63;83,5;53,1;7,2;30;93,4;32,8;23,9;28,8;#160901;43,2;very dark red-orange;#381D03;17,72;dark red-orange;#633A06;13,12;orange;#9F650C;12,67;orange;#DD9915;9,17;vivid orange
64;112,6;77;48,6;26,9;60,5;44,2;35,1;25,5;#5E3C27;28,85;dark red-orange;#301E11;28,83;very dark red-orange;#845227;19,31;red-orange;#AF7D61;10,42;red-orange;#C78A3F;7,67;orange
65;47,2;34,9;11,1;35,9;79,7;18,5;13,9;14,4;#150D04;54,18;very dark orange;#2C1D08;32,16;very dark orange;#604610;6,36;dark orange;#A8821F;3,36;vivid orange;#F2E154;3,32;yellow-orange
66;87,4;47;35,8;47,5;68,8;34,8;23,9;24,3;#250D0B;36,58;very dark red;#4A1C12;35;dark red;#8D3315;12,79;red-orange;#D5DBDC;6,61;very light grey;#7A7574;4,94;grey
67;100,6;55,4;31,3;47,5;65,4;39,5;27,8;28,8;#7F4021;21,87;red-orange;#100A0A;19,32;very dark red;#572716;18,17;dark red-orange;#AA6534;17,54;red-orange;#321510;16,06;very dark red
68;99,1;82,1;39,9;45;70,9;39;34,7;26,7;#5E4817;33,43;dark orange;#3E2E0A;30,9;dark orange;#8B743C;14,27;orange;#1B1604;10,67;very dark yellow-orange;#E5D594;6,6;light yellow-orange
69;72,1;37,4;14,7;23,8;82,1;28,3;18,7;24,4;#4B220A;35,53;dark red-orange;#331606;30,46;dark red-orange;#120A05;18,66;very dark red-orange;#7C4019;8,09;red-orange;#CC7735;4,73;red-orange
70;127,2;80,1;31,1;30,5;82,8;49,9;37,5;37,5;#120601;21,03;very dark red-orange;#C58A2E;21;vivid orange;#A05D16;19,65;orange;#73330A;15,38;red-orange;#411605;13,21;dark red-orange
71;140,4;83;32,9;28;78,2;55,1;40,2;41,7;#B06525;23,49;vivid red-orange;#E38C38;19,41;vivid red-orange;#7E4317;18,05;red-orange;#4E260E;17,39;dark red-orange;#241509;16,85;very dark red-orange
72;182,8;137,3;23,6;41,5;90;71,8;59,1;61,2;#BF7704;21,6;vivid orange;#874E02;20,38;orange;#FDF33A;18,17;vivid yellow-orange;#4A2702;17,41;dark orange;#F1AE0C;15,57;vivid orange
73;136,2;61,4;16,8;21,1;89,9;53,4;34,3;47,1;#411404;22,51;dark red-orange;#EA6E1D;20,2;vivid red-orange;#B14B12;17,11;vivid red-orange;#1D0802;16,05;very dark red;#732B09;15,99;red-orange
74;118,8;92,3;64,7;52,2;53,4;47,3;40,4;23,6;#543820;30,52;dark red-orange;#8C603D;23,49;red-orange;#25170C;16,64;very dark red-orange;#CE9D69;11,8;orange;#7C8869;10,16;pale yellow-green
75;114,2;82,3;44,7;38,3;66,7;45,3;36,4;28,5;#1B0E06;24,92;very dark red-orange;#532F11;22,24;dark red-orange;#DBA354;19,47;orange;#905B27;18,83;red-orange;#3B4836;9,34;dark yellow-green
76;122,2;79,2;38,5;32,8;70,8;48;36,7;34,1;#2C170A;32,96;very dark red-orange;#6E3511;23,72;red-orange;#BE6E2B;23,06;vivid red-orange;#6C654E;9,02;yellow-orange;#F9CE5A;8,26;orange
77;86,4;103,1;77,7;104,5;52,2;42,2;40,1;18,7;#081509;29,04;very dark green;#133D13;22,2;dark green;#E7E7E0;21,16;very light grey;#506961;14,29;pale blue-green;#5A8D32;7,1;yellow-green
78;83,6;51;20,8;32,5;83,9;32,8;23,7;24,6;#130401;36,36;very dark red;#311303;17,22;very dark red-orange;#84511A;14,49;orange;#B27C34;12,8;orange;#562E0C;12,33;dark red-orange
79;106,3;77,6;52,6;29,4;61,7;41,7;34,2;22,1;#51321A;33,78;dark red-orange;#2E1A0C;29,8;very dark red-orange;#7F5531;16,08;red-orange;#BA8F65;8,93;red-orange;#FCF8F1;5,81;white
80;184,3;90,8;12;26,3;94,4;72,3;48,7;64,1;#D76A08;29,42;vivid red-orange;#EE9020;26,22;vivid orange;#B44A02;21,49;vivid red-orange;#852901;10,61;red-orange;#450F01;7,22;dark red
81;139,8;82,4;28,5;28,7;81,3;54,9;39,6;42,4;#E98C2D;22,56;vivid orange;#1F1106;22,1;very dark red-orange;#B5641E;18,21;vivid red-orange;#46220B;15,12;dark red-orange;#7D4014;14,81;red-orange
82;99,9;88,4;82,5;111,3;26,3;40,6;37,9;10,3;#494C4B;22,8;dark grey;#73766F;19,07;grey;#5F453D;18,65;dark red;#22181B;17,66;very dark red-violet;#987A6C;15,45;red-orange
83;47;33,3;23,9;100,1;40,5;18,6;14,1;9,5;#090606;72,44;very dark red;#7C4A2A;9,21;red-orange;#38180D;8,01;dark red-orange;#D69663;5,64;red-orange;#FBE898;3,12;light yellow-orange
84;145,1;76,7;10,2;28,2;93;56,9;39,7;52,1;#834009;22,77;red-orange;#A4560A;20,11;red-orange;#662E07;19,11;red-orange;#C5710C;19,08;vivid orange;#451C05;11,82;dark red-orange
85;87,9;52,9;21,3;44,4;71,1;34,6;24,7;26,6;#180D0A;35,32;very dark red;#33190D;22,19;dark red-orange;#643518;15,93;red-orange;#9C5C20;12,73;red-orange;#DC8D25;9,66;vivid orange
86;55,6;36,3;22,4;32;69,9;21,9;15,9;13,6;#140A05;42,37;very dark red-orange;#30190A;27,3;very dark red-orange;#4E2B13;18,08;dark red-orange;#767165;6,25;pale orange;#E4D4BA;3,03;pale orange
87;119,7;79,8;53,8;93,1;61,3;47,3;36,7;29;#4D211A;25,56;dark red;#1D0C13;20,2;very dark red-violet;#894723;16,74;red-orange;#C9844A;15,07;red-orange;#EBD69D;13,01;light orange
88;132,4;84,2;45,9;41,9;66;52;39,9;35,2;#895127;31,39;red-orange;#663921;29,09;red-orange;#BA762F;17,04;orange;#3F2321;14,97;dark red;#EEC24A;4,24;orange
89;114,7;86,5;64,8;26,2;50,5;45;38,1;19,1;#684830;21,5;red-orange;#432A18;18,85;dark red-orange;#8A694E;18,1;red-orange;#B08F74;17,91;red-orange;#1F1209;15,5;very dark red-orange
90;90,5;73,3;34,5;43,1;72,6;35,5;30,6;24,1;#160D04;24,23;very dark orange;#332207;23,35;dark orange;#523C0E;21,45;dark orange;#826928;12,99;orange;#C0A95E;10,4;yellow-orange
91;127,2;71,7;42;28,4;70,6;49,9;36;34,6;#A7653E;24,25;red-orange;#824320;21,76;red-orange;#5C270F;21,66;dark red-orange;#CC8F65;14,69;red-orange;#3B130A;12,59;dark red
92;80;55,1;23,8;29,4;76,4;31,4;24,4;22,9;#120803;24,68;very dark red-orange;#2D1A09;22,43;very dark red-orange;#4C2D0F;19,65;dark red-orange;#734E1E;14,55;orange;#9F7A35;11,9;orange
93;77,2;44,5;20,8;23,9;78,3;30,3;20,9;22,5;#1A0C05;43,11;very dark red-orange;#3B1D0A;20,87;dark red-orange;#603116;17,46;dark red-orange;#975A2C;8,43;red-orange;#E49649;8,12;red-orange
94;138,9;85,8;67,7;15,2;55,4;54,5;41,1;28;#C07D65;21,75;red-orange;#452217;18,66;dark red;#985945;18,38;red;#6E3B2B;17,97;red;#E3A087;14,47;light red-orange
95;146,7;92,5;28,3;30,4;85,1;57,5;43,4;46,3;#8B4C0D;21,7;orange;#5F2D07;21,14;dark red-orange;#E6AB40;19,1;orange;#B8771E;18,59;vivid orange;#361402;15,7;dark red-orange
96;122,3;89,9;44,7;32,2;76;48;38,5;31,6;#251104;38,34;very dark red-orange;#492207;18,9;dark red-orange;#F9E374;14,08;yellow-orange;#E6A846;11,29;orange;#965517;10,92;red-orange
97;125,3;86,1;39,5;36;70,2;49,4;38,6;34,4;#261609;28,06;very dark red-orange;#552D12;20,14;dark red-orange;#E99831;18,13;vivid orange;#9C5623;14,63;red-orange;#FAE77E;9,78;yellow-orange
98;107,2;94,9;47,3;67,3;49,5;43,5;39,2;28;#231F19;37,09;very dark orange;#9E7E28;19,84;orange;#614A22;14,52;orange;#DCBD3B;13,3;yellow-orange;#597251;11,49;green
99;130,1;108,9;90,2;44,4;43,7;51,5;45,4;16,5;#160D09;28,94;very dark red-orange;#FBF6E0;19,79;pale yellow-orange;#E9BF95;15,65;light orange;#583024;13,52;dark red;#A26B4B;12,12;red-orange
100;136,6;71,7;36,5;46,8;82,4;53,6;36,9;40;#170201;25,19;very dark red;#E6904A;19,11;red-orange;#BC5524;17,71;vivid red-orange;#7A240B;14,97;red;#430C03;12,19;dark red
101;106,3;67,3;24,9;58;79,8;41,9;31,6;33;#130703;27,73;very dark red-orange;#552406;25,43;dark red-orange;#974E0B;19,13;red-orange;#E1A530;13,63;vivid orange;#625B3D;9,5;yellow-orange
102;144,3;135,4;126,9;69,1;13,9;56,9;56,4;7,2;#8A7E75;25,31;pale red-orange;#A9A39C;22,14;light grey;#655C55;20,26;pale red-orange;#D8D5D0;12,55;very light grey;#3F3733;11,35;dark red-orange
103;108,5;82,9;28;41,8;67,4;42,6;35,2;32,4;#18110A;33,99;very dark orange;#462D11;19,96;dark orange;#835218;14,58;orange;#D29A1E;14,46;vivid orange;#F9DE4A;13,2;yellow-orange
104;110,6;63,2;32,6;23,4;76,3;43,4;31,1;32,8;#512610;40,12;dark red-orange;#82431E;22,07;red-orange;#2A1106;19,81;very dark red-orange;#D37838;11,1;red-orange;#F6DF7D;3,66;yellow-orange
105;66;31;13,8;21,5;87,6;25,9;16,4;20,9;#0A0100;50,65;very dark red;#2D0A02;12,45;very dark red;#4F1606;10,87;dark red;#7E3210;10,26;red-orange;#B9652A;8,1;vivid red-orange
106;131,3;83,4;39,4;62,5;69,4;51,6;39,2;37,4;#79411C;21,59;red-orange;#A96824;20,78;vivid orange;#522919;18,16;dark red-orange;#E3A242;17,88;orange;#251415;17,11;very dark red
107;134;77,4;35,6;31,9;77,5;52,5;37,8;38,5;#C27835;19,52;red-orange;#170604;19,15;very dark red;#E8A557;18,02;orange;#964D1C;17,88;red-orange;#6B2C0F;15,02;red-orange
108;146,6;85,1;38,8;24,2;74,8;57,5;41,8;42,7;#8A471E;24,39;red-orange;#AF6528;19,92;vivid red-orange;#612913;19,45;red-orange;#E29343;16,03;orange;#30160E;13,73;very dark red
109;153,3;87,9;3,2;29,6;94,3;60,1;42,8;53,8;#120603;24,49;very dark red;#FCA502;18,56;vivid orange;#E47102;18,52;vivid red-orange;#963C02;17,05;red-orange;#571E02;12,19;dark red-orange
110;116;114,6;102,8;102,7;17,8;47;47,5;9,2;#ADABA9;25,75;light grey;#807F7C;22,12;grey;#56554C;20,64;dark yellow-orange;#2E2C25;16,84;very dark yellow-orange;#627234;9,97;yellow-green
111;144;60;20,7;34,1;87,5;56,8;36,2;52;#BC5110;28,24;vivid red-orange;#8D2F0B;24,26;red-orange;#5E1707;22,06;dark red;#3C1110;12,06;dark red;#E68C3D;11,55;red-orange
112;136,2;82,6;33,5;30,5;77,5;53,4;39,3;39,8;#BD792E;20,03;vivid orange;#9B571E;19,27;red-orange;#ECA74D;17,88;orange;#180905;17,88;very dark red;#3E1A0A;12,54;dark red-orange
113;113,5;75,5;21,3;43;78,5;44,6;34,4;36,8;#22110C;24,76;very dark red;#A26C1B;21,03;orange;#764814;20,46;orange;#47290F;18,66;dark red-orange;#D29B22;11,72;vivid orange
114;98,6;62,8;39,9;73,7;58,8;38,9;29,4;25,7;#271516;28,95;very dark red;#502A1B;26,39;dark red-orange;#854C27;21,63;red-orange;#C27A3F;11,2;red-orange;#3A3F31;7,51;dark yellow-green
115;86,9;60,4;10,5;37,5;84,8;34,1;26,5;30,4;#1A0E06;27,56;very dark red-orange;#372207;26,41;dark orange;#573808;18,46;dark orange;#875D0C;12,35;orange;#C39115;10,44;vivid orange
116;112;112,3;105,3;99,2;16;45,9;46,4;7,1;#686862;28,89;grey;#504B40;25,81;dark orange;#CCD6DA;16,14;very light grey;#8F8E84;14,45;grey;#2D2A21;13,76;very dark orange
117;110,9;113;97;90;23,5;46,4;46,1;11,9;#645B50;29,69;pale orange;#97988D;22,53;grey;#2C2A21;21,54;very dark yellow-orange;#435F35;11,68;dark yellow-green;#ECEEEC;9,36;white
118;158,4;119,3;77,9;62,2;57,2;62,1;51,6;34,3;#63331F;27,68;red-orange;#3E1816;24,6;dark red;#FDF28D;14,94;light yellow-orange;#FEFEEE;11,49;white;#CB7937;10,71;red-orange
119;161,1;158;139,2;54,6;15,4;63,4;64,6;10,8;#ACAB99;30,64;pale yellow-orange;#C4C3B2;29,02;pale yellow-orange;#8E8B7C;15,76;pale yellow-orange;#6E6753;12,14;pale orange;#9C9471;7,83;yellow-orange
120;170,9;104,6;53,2;26,1;68,7;67;49,9;45,4;#D6742F;25,45;vivid red-orange;#F3A85D;19,8;orange;#080100;16,74;very dark red;#9F4012;16,48;red-orange;#F9DC8F;13,19;light orange
121;83,8;50,7;22,9;79,4;66,8;33;23,4;24,5;#190D0D;44,71;very dark red;#381B10;21,76;dark red-orange;#E59330;10,53;vivid orange;#6A3919;9,81;red-orange;#A66224;9;vivid red-orange
122;113,7;113;106,8;89,2;12,1;45,5;46,4;5,1;#42423C;23,74;dark yellow;#62635D;18,52;dark grey;#898881;16,95;grey;#26231E;15,4;very dark orange;#B2B1AB;15,24;light grey
123;46,7;26,5;16,4;86,6;72,2;18,4;11,9;12,5;#110606;61,77;very dark red;#2A0E07;20,29;very dark red;#54250C;7,67;dark red-orange;#A0621D;5,15;orange;#EDCE66;2,56;yellow-orange
124;107,2;103,8;102,7;132,6;17,2;44,4;43,7;7;#7F898E;20,21;pale blue-cyan;#7B6F66;19,89;pale red-orange;#4A4240;17,09;dark red;#A09A94;15,65;light grey;#62656B;15,02;pale blue-cyan
125;141,5;83,5;55,7;23,9;69;55,5;40,7;34,2;#4F1B0C;25,09;dark red;#D68A5C;22,04;red-orange;#91441D;18,58;red-orange;#1F0905;13,49;very dark red;#F4BF97;12,69;light red-orange
126;133,3;130;128,9;154,7;9,9;53,7;53,8;5,4;#CDCBC9;23,24;very light grey;#7A7A79;20,91;grey;#565552;20,3;dark grey;#AAA9AA;18,3;light grey;#312B2C;14,86;very dark red
127;165,6;98,1;59;24,1;69;65;47,9;41,8;#8A3F17;25,78;red-orange;#ECA170;25,21;red-orange;#BF703C;21,4;red-orange;#5B210C;16,94;dark red-orange;#32221C;6,43;very dark red-orange
128;127,3;75;31,3;96,3;70,9;49,9;35,8;36,8;#15090A;35;very dark red;#C06B27;17,63;vivid red-orange;#F19537;16,24;vivid orange;#8C491D;15,48;red-orange;#4E2410;8,49;dark red-orange
